SL Target,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes
,30102014002,A,4U1636m53,2.74399E+04,250.1824,-53.7711,335.8165,1,Y,"PSF bleed (cool one), no SL"
,30102014002,B,4U1636m53,2.74399E+04,250.1824,-53.7711,335.8165,1,Y,"PSF bleed, no SL"
,30102014004,A,4U1636m53,3.03387E+04,250.1869,-53.7666,341.7758,1,Y,"PSF bleed, no SL"
,30102014004,B,4U1636m53,3.03387E+04,250.1869,-53.7666,341.7758,2,N,"PSF bleed, no SL"
,30102014006,A,4U1636m53,2.89250E+04,250.1836,-53.7701,347.9942,1,Y,"PSF bleed, no SL"
,30102028002,A,Rho_Oph,5.48105E+04,246.7957,-24.6389,172.4813,0,N,Multiple point sources
,30102028002,B,Rho_Oph,5.48105E+04,246.7957,-24.6389,172.4813,2,N,Multiple point sources
,30102028004,A,Rho_Oph,5.06260E+04,246.8024,-24.6128,343.1703,2,N,Multiple sources
,30102028004,B,Rho_Oph,5.06260E+04,246.8024,-24.6128,343.1703,1,N,Multiple point sources
,30102028006,A,Rho_Oph,4.57674E+04,246.7788,-24.6412,169.1831,0,N,Multiple point sources
,30102028006,B,Rho_Oph,4.57674E+04,246.7788,-24.6412,169.1831,0,N,Multiple point sources
,30102041002,A,LMC_X4,2.45512E+04,83.2762,-66.3639,197.0378,1,N,"PSF bleed, no SL"
,30161002002,A,IGRJ18293m1213,2.99015E+04,277.3193,-12.2352,335.3527,1,Y,Elevated background?
,30161002002,B,IGRJ18293m1213,2.99015E+04,277.3193,-12.2352,335.3527,1,Y,High background
,30201003002,A,CXOJ022727d5p333443,4.26420E+04,36.841,33.5474,320.1865,1,N,Multiple point sources
,30201005002,A,PSR_J1023p0038,8.72963E+04,155.9117,0.6291,352.9938,2,N,Background
,30201005002,B,PSR_J1023p0038,8.72963E+04,155.9117,0.6291,352.9938,0,N,Background
,30201016002,B,EX_Hya,2.48714E+04,193.0769,-29.2711,342.5154,1,N,Background
,30201030002,A,ETA_Carinae,7.37706E+04,161.2124,-59.7006,357.8188,1,N,Second point source?
,30201030002,B,ETA_Carinae,7.37706E+04,161.2124,-59.7006,357.8188,0,Y,Second point source
,30202004004,A,SMC_X1,2.11443E+04,19.3796,-73.4542,221.2206,2,N,"PSF bleed, no SL"
,30202004008,A,SMC_X1,2.07670E+04,19.3341,-73.4591,254.6071,1,N,"PSF bleed, no SL"
,30202004008,B,SMC_X1,2.07670E+04,19.3341,-73.4591,254.6071,1,N,"PSF bleed, no SL"
,30202020002,B,PSR_J2339m0533,1.63675E+05,354.9022,-5.5677,311.4626,1,N,Background
,30202022006,A,M82_ULXS,2.10797E+03,148.9603,69.6536,268.4157,2,N,Multiple point sources
,30202022006,B,M82_ULXS,2.10797E+03,148.9603,69.6536,268.4157,0,N,Background
,30301001002,A,Elias_29,5.53373E+04,246.7572,-24.6427,343.1588,1,N,Multiple sources
,30301001002,B,Elias_29,5.53373E+04,246.7572,-24.6427,343.1588,0,N,Multiple point sources
,30301001004,A,Elias_29,9.42388E+04,246.7675,-24.6442,343.3306,0,N,Multiple point sources
,30301001004,B,Elias_29,9.42388E+04,246.7675,-24.6442,343.3306,0,N,Multiple point sources
,30301001006,A,Elias_29,1.02260E+05,246.78,-24.6505,334.6377,0,N,Multiple point sources
,30301001006,B,Elias_29,1.02260E+05,246.78,-24.6505,334.6377,0,N,Multiple point sources
,30301009002,A,2A_1822m371,2.86388E+04,276.4712,-37.0857,159.8187,2,N,"PSF bleed, no SL"
,30301009002,B,2A_1822m371,2.86388E+04,276.4712,-37.0857,159.8187,2,N,"PSF bleed, no SL"
,30301022002,A,Eta_Carinae,8.19596E+04,161.3545,-59.6688,178.0198,0,N,Multiple sources
,30301022002,B,Eta_Carinae,8.19596E+04,161.3545,-59.6688,178.0198,0,Y,Multiple point sources
,30301026002,A,AX_J1841d0m0536,5.43115E+04,280.2259,-5.627,326.2263,1,Y,Maybe?
,30302002004,A,PSR_J2032p4127,4.27052E+04,308.0371,41.4313,314.3536,2,Y,Ghost Rays
,30302012002,A,Her_X1,2.81698E+04,254.4182,35.3296,5.38,2,N,"PSF bleed, no SL"
,30302012002,B,Her_X1,2.81698E+04,254.4182,35.3296,5.38,2,N,"PSF bleed, no SL"
,30302012004,A,Her_X1,2.70273E+04,,35.3641,164.6852,0,N,"PSD Bleed, no SL"
,30302012004,B,Her_X1,2.70273E+04,254.481,35.3641,164.6852,2,N,"PSF bleed, no SL"
,30302015004,A,NGC_7793_P13,7.48026E+04,359.4811,-32.5964,144.6662,0,N,Second point source
,30302015004,B,NGC_7793_P13,7.48026E+04,359.4811,-32.5964,144.6662,0,N,Second point source
,30360002002,A,Swift_J183920m045350,4.07883E+04,279.8114,-4.9344,319.9386,2,Y,Background
,30360002002,B,Swift_J183920m045350,4.07883E+04,279.8114,-4.9344,319.9386,0,Y,Background
,30360003002,A,Swift_J184418d3m023304,4.33453E+04,281.0651,-2.5175,114.4844,1,Y,Background
,30360003002,B,Swift_J184418d3m023304,4.33453E+04,281.0651,-2.5175,114.4844,1,Y,Second source
,30360004002,A,3XMM_J182855d9m095413,4.20558E+04,277.2309,-9.8638,127.7465,2,Y,Background
,30360004002,B,3XMM_J182855d9m095413,4.20558E+04,277.2309,-9.8638,127.7465,1,Y,Background
,30361001002,B,SXP_59d0,6.95646E+04,13.7,-72.4281,72.2692,0,N,Multiple point sources
,30361003002,A,SwiftJ005139d2m721704,7.44696E+04,12.943,-72.3155,280.8401,0,N,"Odd one, second source?"
,30361003002,B,SwiftJ005139d2m721704,7.44696E+04,12.943,-72.3155,280.8401,0,N,Second point source
,30361003004,A,SwiftJ005139d2m721704,3.82483E+04,12.9251,-72.3134,288.6116,0,N,"Odd one, second source?"
,30361003004,B,SwiftJ005139d2m721704,3.82483E+04,12.9251,-72.3134,288.6116,1,N,Second point source
,30361003006,A,SwiftJ005139d2m721704,7.31702E+04,12.9194,-72.3165,291.3557,1,N,Multiple point sources
,30362002002,A,2HWC_J1928p178,9.20496E+04,292.1668,17.795,109.4706,0,N,Second point source in A?
,30362002002,B,2HWC_J1928p178,9.20496E+04,292.1668,17.795,109.4706,1,N,Second point source
,30363002002,A,4U_0614p09,1.98882E+04,94.3088,9.1553,184.8672,2,N,"PSF bleed, no SL"
,30363002002,B,4U_0614p09,1.98882E+04,94.3088,9.1553,184.8672,2,N,"PSF bleed, no SL"
,30363003002,A,4U_1735m44,1.76248E+04,264.7231,-44.4937,320.6972,1,N,PSF bleed
,30363003002,B,4U_1735m44,1.76248E+04,264.7231,-44.4937,320.6972,0,N,"PSF bleed, no SL"
,30363004002,A,4U_1746m37,1.98821E+04,267.585,-37.0298,145.3643,2,Y,"PSF bleed, no SL"
,30363005002,A,4U_1702m43,2.16977E+04,256.5244,-43.0548,335.4653,1,Y,"PSF bleed, SL on FPMB"
,30364003002,A,PSR_J1813m1749,2.65098E+04,273.4203,-17.8097,152.9763,0,Y,Background
,30401008002,B,1E_1547d0m5408,9.04685E+04,237.7784,-54.2798,162.8053,1,N,Strong SL in both (Check A)
,30401013002,A,Circinus_X1,5.30491E+04,230.2267,-57.1918,250.5199,2,N,"PSF bleed, no SL"
,30401013002,B,Circinus_X1,5.30491E+04,230.2267,-57.1918,250.5199,1,N,"PSF bleed, no SL"
,30401014002,A,4U_1636m536,9.18650E+04,250.2895,-53.7342,196.256,2,N,"PSF bleed, no SL"
,30401014002,B,4U_1636m536,9.18650E+04,250.2895,-53.7342,196.256,1,N,"PSF bleed, no SL"
,30401015002,B,GX_9p9,3.02320E+04,262.9494,-16.912,150.7914,1,N,PSF Bleed
,30401020002,A,4U_1728m34,1.86344E+04,262.9706,-33.8641,334.849,2,N,PSF bleed
,30401020002,B,4U_1728m34,1.86344E+04,262.9706,-33.8641,334.849,2,N,PSF bleed
,30401020004,A,4U_1728m34,2.35909E+04,262.965,-33.8613,335.8931,1,N ,PSF bleed
,30401020004,B,4U_1728m34,2.35909E+04,262.965,-33.8613,335.8931,2,N,PSF bleed
,30401020006,A,4U_1728m34,2.09409E+04,254.481,-33.8631,337.5825,0,N,"PSD Bleed, no SL"
,30401020006,B,4U_1728m34,2.09409E+04,262.9655,-33.8631,337.5825,2,N,"PSF bleed, no SL"
,30401020008,A,4U_1728m34,1.91723E+04,262.9715,-33.8598,338.8063,0,N,"PSD Bleed, no SL"
,30401020008,B,4U_1728m34,1.91723E+04,262.9715,-33.8598,338.8063,1,Y,"PSF bleed, no SL"
,30401020010,B,4U_1728m34,1.81473E+04,262.9609,-33.8658,339.4602,2,N,"PSF bleed, no SL"
,30401020012,A,4U_1728m34,1.93597E+04,262.9703,-33.8616,340.77,0,N,"PSD Bleed, no SL"
,30401020012,B,4U_1728m34,1.93597E+04,262.9703,-33.8616,340.77,2,N,"PSF bleed, no SL"
,30401023002,A,1RXS_J170849d0m40091,9.35009E+04,257.1746,-40.1776,335.8104,1,N,"Multiple, strong SL, unclear which"
,30401033002,A,X_Persei,5.83378E+04,58.8154,31.0089,335.9278,2,N,"PSF bleed, no SL"
,30401033002,B,X_Persei,5.83378E+04,58.8154,31.0089,335.9278,2,N,PSF bleed
,30401036002,A,PSR_J1747m2958,4.04445E+04,266.7992,-30.0024,327.987,0,N,Multiple point sources
,30401036002,B,PSR_J1747m2958,4.04445E+04,266.7992,-30.0024,327.987,0,N,Multiple point sources
,30402001002,A,HD_93129A,2.75942E+04,160.9416,-59.5663,2.8345,0,Y,Background
,30402001002,B,HD_93129A,2.75942E+04,160.9416,-59.5663,2.8345,0,Y,Background
,30402009002,A,Her_X1,2.82126E+04,254.4332,35.3063,329.5827,1,N,PSF bleed
,30402009002,B,Her_X1,2.82126E+04,254.4332,35.3063,329.5827,0,N,"PSF bleed, no SL"
,30402009004,A,Her_X1,2.71369E+04,254.41,35.3463,46.2955,1,N,Extended source
,30402009004,B,Her_X1,2.71369E+04,254.41,35.3463,46.2955,1,N,"PSF bleed, no SL"
,30402011004,A,4U_1957p11,3.35232E+04,299.8759,11.7278,166.2315,2,N,"PSF bleed, no SL"
,30402011004,B,4U_1957p11,3.35232E+04,299.8759,11.7278,166.2315,1,N,"PSF bleed, No SL"
,30402011006,A,4U_1957p11,3.70216E+04,299.8535,11.7427,130.5412,2,N,"PSF bleed, no SL"
,30402011006,B,4U_1957p11,3.70216E+04,299.8535,11.7427,130.5412,2,N,"PSF bleed, no SL"
,30402034002,A,Her_X1,1.82247E+04,254.4883,35.3651,179.185,2,N,"PSF bleed, no SL"
,30402034002,B,Her_X1,1.82247E+04,254.4883,35.3651,179.185,0,N,"PSF bleed, no SL"
,30402034004,A,Her_X1,2.20479E+04,254.4928,35.368,175.3266,2,N,PSF bleed
,30402034008,A,Her_X1,1.66872E+04,254.4827,35.3817,151.1935,2,N,"PSF bleed, no SL"
,30402034008,B,Her_X1,1.66872E+04,254.4827,35.3817,151.1935,2,N,"PSF bleed, no SL"
,30402035004,A,LMC_X3,3.06552E+04,84.6802,-64.0968,7.2726,1,N,"PSF bleed, no SL"
,30402035006,A,LMC_X3,2.31059E+04,84.6589,-64.079,42.9816,0,N,"PSF bleed, no SL"
,30402035006,B,LMC_X3,2.31059E+04,84.6589,-64.079,42.9816,0,N,Maybe faint SL?
,30402035008,A,LMC_X3,3.19063E+04,84.6859,-64.0676,69.4115,2,N,"PSF bleed, no SL"
,30410001002,A,CYG_OB2_8A_POS1,5.06438E+04,308.2859,41.3047,34.4216,1,Y,Multiple point sources
,30460003002,A,V2400_Oph,2.70072E+04,258.176,-24.2162,159.1034,2,Y,Background
,30460003002,B,V2400_Oph,2.70072E+04,258.176,-24.2162,159.1034,2,N,Background
,30460008002,A,AO_Psc,3.73654E+04,343.8253,-3.1455,130.4781,0,N,Background
,30460008002,B,AO_Psc,3.73654E+04,343.8253,-3.1455,130.4781,1,Y,Background
,30460010002,A,BY_Cam,3.29950E+04,85.679,60.8928,113.5471,0,N,Second point source
,30460010002,B,BY_Cam,3.29950E+04,85.679,60.8928,113.5471,0,N,Second point source
,30460021002,A,RX_J2015d6p3711,5.95606E+04,303.925,37.162,255.8997,0,Y,"Extended source, no SL"
,30460021002,B,RX_J2015d6p3711,5.95606E+04,303.925,37.162,255.8997,0,Y,Multiple point sources
,30501001002,A,HD110432,1.06453E+05,190.6524,-63.0793,1.7519,0,Y,"Background, maybe faint on B?"
,30501003002,A,Vela_X1,4.03748E+04,135.5029,-40.5825,344.1684,2,N,PSF bleed
,30501003002,B,Vela_X1,4.03748E+04,135.5029,-40.5825,344.1684,2,N,PSF bleed
,30501013002,A,PSR_J1838m0655,1.13590E+05,279.4877,-6.9692,326.0429,1,N,Multiple point sources
,30501013002,B,PSR_J1838m0655,1.13590E+05,279.4877,-6.9692,326.0429,1,N,Second source
,30501013004,A,PSR_J1838m0655,5.33507E+04,279.492,-6.9598,325.071,1,N,Multiple point sources
,30501013004,B,PSR_J1838m0655,5.33507E+04,279.492,-6.9598,325.071,1,N,Second source
,30502007002,A,4U_1957p11,2.07346E+04,299.8569,11.7379,138.8075,1,N,"PSF bleed, no SL"
,30502007004,A,4U_1957p11,2.00533E+04,299.84,11.7365,118.1036,0,N,"PSF bleed, no SL"
,30502007004,B,4U_1957p11,2.00533E+04,299.84,11.7365,118.1036,0,N,PSF bleed
,30502007006,A,4U_1957p11,1.83668E+04,299.8195,11.7251,67.5856,2,N,"PSF bleed, no SL"
,30502007006,B,4U_1957p11,1.83668E+04,299.8195,11.7251,67.5856,1,N,"PSF bleed, no SL"
,30502007008,A,4U_1957p11,1.01088E+04,299.8138,11.6796,351.2259,1,N ,"PSF bleed, no SL"
,30502007008,B,4U_1957p11,1.01088E+04,299.8138,11.6796,351.2259,2,N,"PSF bleed, no SL"
,30502007010,A,4U_1957p11,1.96412E+04,299.8353,11.6764,325.356,1,N,"PSF bleed, no SL"
,30502007010,B,4U_1957p11,1.96412E+04,299.8353,11.6764,325.356,1,N,PSF bleed
,30502007012,A,4U_1957p11,2.05322E+04,299.8479,11.6764,301.6597,1,N,"PSF bleed, no SL"
,30502008002,A,GRS_1915p105,2.57431E+04,288.7914,10.9837,124.1128,0,Y,"PSF bleed, no SL"
,30502008002,B,GRS_1915p105,2.57431E+04,288.7914,10.9837,124.1128,0,Y,PSF bleed
,30502008004,A,GRS_1915p105,2.32426E+04,288.7596,10.9375,27.9126,0,N,"PSF bleed, no SL"
,30502015002,A,3FGL_J1405d4m6119,6.16521E+04,211.2509,-61.3236,2.7448,0,N,Background
,30502015002,B,3FGL_J1405d4m6119,6.16521E+04,211.2509,-61.3236,2.7448,1,N,Background
,30502015004,A,3FGL_J1405d4m6119,8.68036E+04,211.2472,-61.3233,8.085,0,N,Background
,30502015004,B,3FGL_J1405d4m6119,8.68036E+04,211.2472,-61.3233,8.085,1,N,Background
,30560001002,A,BOL_5,3.95853E+04,10.0517,40.7611,96.2399,0,N,Second point source
,30560001002,B,BOL_5,3.95853E+04,10.0517,40.7611,96.2399,0,N,Second point source
,40001014004,A,SN1987A,1.98871E+05,83.9378,-69.2448,149.182,0,N,Extended on A
,40001014006,A,SN1987A,5.38971E+04,83.9614,-69.2641,190.4954,1,N,Extended
,40001014009,A,SN1987A,2.84207E+04,83.8272,-69.2803,242.6631,0,N,LMC SL
,40001014010,A,SN1987A,1.86034E+05,83.9274,-69.2928,242.8729,0,N,Extended source
,40001016002,A,G21d5m0d9,2.97037E+04,278.44,-10.5394,157.7381,0,Y,"Extended source, no SL"
,40001016002,B,G21d5m0d9,2.97037E+04,278.44,-10.5394,157.7381,1,Y,"Extended source, no SL"
,40001016003,A,G21d5m0d9,8.77214E+04,278.436,-10.5288,157.7256,0,Y,"Extended source, no SL"
,40001016003,B,G21d5m0d9,8.77214E+04,278.436,-10.5288,157.7256,1,Y,"Extended source, no SL"
,40001019002,A,Cas_A,2.93674E+05,350.8377,58.822,84.2585,0,N,"Extended source, no SL"
,40001019002,B,Cas_A,2.93674E+05,350.8377,58.822,84.2585,2,Y,"Extended source, no SL"
,40001020002,B,Kepler,2.46071E+05,262.6515,-21.5035,336.1795,1,Y,Multiple point sources
,40014008002,A,Norma_MOS008,1.65731E+04,248.5845,-47.4825,160.1196,,Y,Strong offset point source
,40014008002,B,Norma_MOS008,1.65731E+04,248.5845,-47.4825,160.1196,NA,Y,Strong offset point source
,40014013001,A,Norma_MOS013,2.11142E+04,249.92,-46.4003,281.4251,0,Y,Second point source?
,40014013001,B,Norma_MOS013,2.11142E+04,249.92,-46.4003,281.4251,0,Y,Second source
,40014014001,A,Norma_MOS014,1.70600E+04,250.2358,-46.3988,285.7049,0,Y,Second point source?
,40014014001,B,Norma_MOS014,1.70600E+04,250.2358,-46.3988,285.7049,0,Y,Second source
,40014015001,A,Norma_MOS015,1.93397E+04,250.077,-46.3705,285.7091,1,Y,Background
,40014015001,B,Norma_MOS015,1.93397E+04,250.077,-46.3705,285.7091,1,Y,Background
,40014016001,A,Norma_MOS016,2.04681E+04,250.262,-46.544,285.6937,0,Y,Second point source
,40014016001,B,Norma_MOS016,2.04681E+04,250.262,-46.544,285.6937,0,Y,Second source
,40014017001,B,Norma_MOS017,2.47834E+04,250.1762,-46.5237,285.6774,1,Y,"Background, corner in FPMA"
,40014018001,A,Norma_MOS018,2.47027E+04,249.9326,-46.3468,286.874,0,Y,Background
,40014018001,B,Norma_MOS018,2.47027E+04,249.9326,-46.3468,286.874,0,Y,Background + second source?
,40014019001,A,Norma_MOS019,2.66530E+04,250.152,-46.3872,286.8743,0,Y,Background
,40014019001,B,Norma_MOS019,2.66530E+04,250.152,-46.3872,286.8743,0,Y,Background
,40014033002,A,Norma_MOS033,3.18056E+04,250.4849,-46.6648,168.2038,2,Y,"Nothing in A, top corner of B"
,40020001002,A,Tycho,3.38743E+05,6.3841,64.1044,222.9463,1,Y,"Extended source, no SL"
,40020001002,B,Tycho,3.38743E+05,6.3841,64.1044,222.9463,1,N,"Extended source, no SL"
,40020001004,A,Tycho,2.62130E+05,6.3961,64.1485,124.2014,0,N,"Extended source, no SL"
,40020001004,B,Tycho,2.62130E+05,6.3961,64.1485,124.2014,1,Y,"Extended, no SL"
,40020011002,A,Tycho_MOS01,1.46752E+05,6.3582,64.1161,169.0556,0,N,Extended source
,40020011002,B,Tycho_MOS01,1.46752E+05,6.3582,64.1161,169.0556,1,Y,"Extended, no SL"
,40021001002,A,Cas_A_MOS1,1.89678E+05,350.784,58.8474,75.6789,0,N,"Extended source, no SL"
,40021001002,B,Cas_A_MOS1,1.89678E+05,350.784,58.8474,75.6789,0,Y,"Extended source, no SL"
,40021001004,A,Cas_A_MOS1,2.91550E+04,350.7104,58.7889,32.9655,0,N,"Extended source, no SL"
,40021001004,B,Cas_A_MOS1,2.91550E+04,350.7104,58.7889,32.9655,0,Y,"Extended source, no SL"
,40021001005,A,Cas_A_MOS1,2.27774E+05,350.7634,58.8094,32.9876,0,N,"Extended source, no SL"
,40021001005,B,Cas_A_MOS1,2.27774E+05,350.7634,58.8094,32.9876,0,Y,"Extended source, no SL"
,40021002002,A,Cas_A_MOS2,2.88405E+05,350.8118,58.8114,338.2514,0,N,"Extended source, no SL"
,40021002002,B,Cas_A_MOS2,2.88405E+05,350.8118,58.8114,338.2514,2,Y,"Extended source, no SL"
,40021002004,A,Cas_A_MOS2,6.53924E+03,350.9101,58.7923,248.7168,0,N,"Extended source, no SL"
,40021002004,B,Cas_A_MOS2,6.53924E+03,350.9101,58.7923,248.7168,1,Y,"Extended, no SL"
,40021002006,A,Cas_A_MOS2,1.59093E+05,350.9193,58.785,248.6956,0,N,"Extended source, no SL"
,40021002006,B,Cas_A_MOS2,1.59093E+05,350.9193,58.785,248.6956,1,Y,"Extended, no SL"
,40021002008,A,Cas_A_MOS2,2.25933E+05,350.9206,58.7808,248.7379,0,N,"Extended source, no SL"
,40021002008,B,Cas_A_MOS2,2.25933E+05,350.9206,58.7808,248.7379,1,Y,"Extended, no SL"
,40021002010,A,Cas_A_MOS2,1.64014E+04,350.9136,58.7843,248.7254,0,N,"Extended source, no SL"
,40021002010,B,Cas_A_MOS2,1.64014E+04,350.9136,58.7843,248.7254,1,Y,"Extended, no SL"
,40021003002,A,Cas_A_MOS3,1.29979E+04,350.9353,58.8423,151.2004,0,N,"Extended source, no SL"
,40021003002,B,Cas_A_MOS3,1.29979E+04,350.9353,58.8423,151.2004,0,Y,"Extended source, no SL"
,40021003003,A,Cas_A_MOS3,2.33254E+05,350.9201,58.8316,151.1736,0,N,"Extended source, no SL"
,40021003003,B,Cas_A_MOS3,2.33254E+05,350.9201,58.8316,151.1736,0,Y,"Extended source, no SL"
,40021011002,A,Cas_A_Ti1,2.45845E+05,350.8652,58.8246,6.7503,2,N,"Extended source, no SL"
,40021011002,B,Cas_A_Ti1,2.45845E+05,350.8652,58.8246,6.7503,1,N,Extended source
,40021012002,A,Cas_A_Ti2,2.38850E+05,350.8008,58.7984,335.162,0,N,Extended source
,40021012002,B,Cas_A_Ti2,2.38850E+05,350.8008,58.7984,335.162,0,Y,"Extended, no SL"
,40021015002,A,Cas_A_Ti5,8.56075E+04,350.8741,58.7896,312.2686,1,N,"Extended source, no SL"
,40021015002,B,Cas_A_Ti5,8.56075E+04,350.8741,58.7896,312.2686,1,N,Extended source
,40021015003,A,Cas_A_Ti5,1.60223E+05,350.8635,58.8135,312.1908,1,N,"Extended source, no SL"
,40021015003,B,Cas_A_Ti5,1.60223E+05,350.8635,58.8135,312.1908,1,N,Extended source
,40024001002,A,PSR_B1509m58,3.37948E+04,228.4239,-59.1324,347.7313,1,Y,"Extended source, no SL"
,40024001002,B,PSR_B1509m58,3.37948E+04,228.4239,-59.1324,347.7313,0,N,"Extended source, no SL"
,40024002001,A,MSH_15m52_jet,4.26237E+04,228.5385,-59.1964,286.6482,0,Y,"Extended source, no SL"
,40024002001,B,MSH_15m52_jet,4.26237E+04,228.5385,-59.1964,286.6482,1,Y,"Extended source, no SL"
,40024003001,A,MSH_15m52_thumb,4.43509E+04,228.4047,-59.1468,288.0478,0,N,Extended source
,40024003001,B,MSH_15m52_thumb,4.43509E+04,228.4047,-59.1468,288.0478,0,Y,"Extended, no SL"
,40024004002,A,MSH_15m52_finger,4.33264E+04,228.4565,-59.1165,285.5575,2,N,"Extended source, no SL"
,40024004002,B,MSH_15m52_finger,4.33264E+04,228.4565,-59.1165,285.5575,2,Y,"Extended source, no SL"
,40101004002,A,PSRB0656p14,1.40969E+05,104.9752,14.2592,157.5732,1,N,Background
,40101004002,B,PSRB0656p14,1.40969E+05,104.9752,14.2592,157.5732,0,N,Background
,40101006002,B,G54d1p0d3,5.42588E+04,292.6468,18.879,156.3964,1,Y,Background
,40101011002,A,RX_J0852_NW,6.90050E+04,132.2042,-45.6713,40.3546,0,Y,"Extended source, no SL"
,40101011002,B,RX_J0852_NW,6.90050E+04,132.2042,-45.6713,40.3546,0,Y,"Extended source, no SL"
,40101011004,A,RX_J0852_NW,1.02163E+05,132.201,-45.6715,44.4035,1,Y,"Extended source, maybe faint SL?"
,40101011004,B,RX_J0852_NW,1.02163E+05,132.201,-45.6715,44.4035,0,Y,"Extended source, no SL"
,40101013002,A,PSR_B0540m69,5.92990E+04,84.9912,-69.3188,48.1574,1,N,Multiple SL on both (LMC sources)
,40101015004,A,30_Dor_C,2.60184E+04,83.9813,-69.2073,185.1431,0,N,1987A + extended source
,40102014003,A,SN2014C,3.02247E+04,339.2425,34.4226,67.5017,1,N,Background
,40102014003,B,SN2014C,3.02247E+04,339.2425,34.4226,67.5017,0,N,Background
,40110001002,A,SN1006_NE_Limb,1.98469E+05,225.8946,-41.7882,180.0198,2,Y,"Extended source, no SL"
,40110001002,B,SN1006_NE_Limb,1.98469E+05,225.8946,-41.7882,180.0198,1,Y,"Extended source, no SL"
,40110002002,A,SN1006_SW_Limb,2.04731E+05,225.4567,-42.0464,179.972,0,Y,"Extended source, no SL"
,40110002002,B,SN1006_SW_Limb,2.04731E+05,225.4567,-42.0464,179.972,0,N,"Extended source, no SL"
,40112002002,B,GCR_Block_A2,1.01217E+05,266.156,-28.8126,159.8767,1,Y,No SL
,40201010002,A,SNR_G327d1m1d1,8.47613E+04,238.6185,-55.0995,292.5003,1,Y,"Extended source, SL on B (4U 1538-522)"
,40201011002,A,MSH_15m56,1.20585E+05,238.0943,-56.2361,138.1953,2,Y,Background
,40201011002,B,MSH_15m56,1.20585E+05,238.0943,-56.2361,138.1953,0,Y,Background
,40201012002,A,SNR_G54d1p0d3,8.01250E+04,292.5914,18.9012,77.7976,0,N,Background
,40201012002,B,SNR_G54d1p0d3,8.01250E+04,292.5914,18.9012,77.7976,0,N,Background
,40201014002,A,N157B,1.04805E+05,84.5049,-69.1593,185.0773,0,N,"Point sources, SL on FPMB"
,40301003002,A,W44,5.35699E+04,283.9566,1.3619,163.8373,1,Y,Background
,40401005002,A,W44,1.05194E+05,284.0592,1.1885,344.0473,1,N,Extended? Maybe SL on A.
,40401005002,B,W44,1.05194E+05,284.0592,1.1885,344.0473,0,N,"Extended source, no SL"
,40501005002,B,G0d13m0d11,9.90342E+04,266.6193,-28.8495,154.7414,0,N,2nd source+SL?
,40510002001,A,W50_inner_east_lobe,1.09419E+05,288.2957,4.9509,299.3279,0,N,"Extended, but SL on FPMB (X1908+075)"
,40510003001,A,W50_background,3.23571E+04,288.4462,4.7726,299.3724,0,N,"SL in B, background in A (X 1908+075)"
,50002040002,B,NGC3310,1.31605E+05,159.636,53.4541,340.1926,2,N,Background
,50002043004,B,M83,8.03061E+04,204.227,-29.8743,0.9779,1,N,Extended
,50002043010,B,M83,7.06501E+04,204.2388,-29.8792,338.2526,2,N,IC 4329A
,50002043012,B,M83,1.10469E+05,204.238,-29.879,338.2378,0,N,IC 4329A
,50026001002,A,M31_MOS001,1.06386E+05,10.8508,41.3004,293.534,0,N,Many point sources
,50026001002,B,M31_MOS001,1.06386E+05,10.8508,41.3004,293.534,2,N,Lots of point sources
,50026001004,A,M31_MOS001,1.04295E+05,10.8535,41.2919,273.9567,1,N,Many point sources
,50026001004,B,M31_MOS001,1.04295E+05,10.8535,41.2919,273.9567,1,N,Point sources
,50026002003,A,M31_MOS002,1.04049E+05,11.0821,41.3688,273.9029,1,N,Multiple sources
,50026002003,B,M31_MOS002,1.04049E+05,11.0821,41.3688,273.9029,0,N,Multiple point sources
,50026003002,A,M31_MOS003,1.06968E+05,11.3306,41.5763,292.6052,0,N,Multiple sources
,50026003002,B,M31_MOS003,1.06968E+05,11.3306,41.5763,292.6052,1,N,Multiple point sources
,50026003003,A,M31_MOS003,1.52748E+04,11.3277,41.5753,273.9117,0,N,Many sources
,50026003003,B,M31_MOS003,1.52748E+04,11.3277,41.5753,273.9117,0,N,Multiple point sources
,50101001002,A,M31_Bulge,9.85505E+04,10.6413,41.2401,90.0707,1,N,Multiple point sources 
,50101001002,B,M31_Bulge,9.85505E+04,10.6413,41.2401,90.0707,0,N,Lots of point sources
,50101004002,A,NuJ0944m0038,2.04229E+04,146.0353,-0.6242,171.6841,2,N,Elevated background?
,50101004002,B,NuJ0944m0038,2.04229E+04,146.0353,-0.6242,171.6841,0,N,High background
,50110001002,A,M31_Field_A,5.22317E+04,10.8817,41.3043,118.753,2,N,Multiple sources
,50110001002,B,M31_Field_A,5.22317E+04,10.8817,41.3043,118.753,2,N,Lots of point sources
,50110001004,A,M31_Field_A,7.13764E+04,10.8822,41.299,118.8078,2,N,Multiple sources
,50110001004,B,M31_Field_A,7.13764E+04,10.8822,41.299,118.8078,2,N,Lots of point sources
,50110001006,A,M31_Field_A,1.03452E+05,10.8758,41.2891,104.6262,0,N,Many sources
,50110001006,B,M31_Field_A,1.03452E+05,10.8758,41.2891,104.6262,0,N,Multiple point sources
